gene,polyA_group,feature_type,feature_id,chrom,start,end,strand,transcripts,transcript_names,avg_utr_length,min_utr_length,max_utr_length,evidence_tier
TGFBR2,TGFBR2_polyA5,polyA_window,TGFBR2_polyA5_window,3,30693919,30694319,+,ENST00000672866;ENST00000714391;ENST00000941788;ENST00000714392;ENST00000714389;ENST00000295754;ENST00000359013,TGFBR2-204;TGFBR2-209;TGFBR2-212;TGFBR2-210;TGFBR2-207;TGFBR2-201;TGFBR2-202,10308.833333333334,2510,49196,tier3_polyA
TGFBR2,TGFBR2_polyA5,last_exon_group,TGFBR2_polyA5_exon_ENST00000672866,3,30691420,30694093,+,ENST00000672866,TGFBR2-204,10308.833333333334,2510,49196,tier1_group
TGFBR2,TGFBR2_polyA5,last_exon_group,TGFBR2_polyA5_exon_ENST00000714391,3,30691420,30694106,+,ENST00000714391,TGFBR2-209,10308.833333333334,2510,49196,tier1_group
TGFBR2,TGFBR2_polyA5,last_exon_group,TGFBR2_polyA5_exon_ENST00000941788,3,30691420,30694108,+,ENST00000941788,TGFBR2-212,10308.833333333334,2510,49196,tier1_group
TGFBR2,TGFBR2_polyA5,last_exon_group,TGFBR2_polyA5_exon_ENST00000714392,3,30691420,30694109,+,ENST00000714392,TGFBR2-210,10308.833333333334,2510,49196,tier1_group
TGFBR2,TGFBR2_polyA5,last_exon_group,TGFBR2_polyA5_exon_ENST00000714389,3,30691420,30694139,+,ENST00000714389,TGFBR2-207,10308.833333333334,2510,49196,tier1_group
TGFBR2,TGFBR2_polyA5,last_exon_group,TGFBR2_polyA5_exon_ENST00000295754,3,30691420,30694142,+,ENST00000295754,TGFBR2-201,10308.833333333334,2510,49196,tier1_group
TGFBR2,TGFBR2_polyA5,last_exon_group,TGFBR2_polyA5_exon_ENST00000359013,3,30691420,30694142,+,ENST00000359013,TGFBR2-202,10308.833333333334,2510,49196,tier1_group
TGFBR2,TGFBR2_polyA6,polyA_window,TGFBR2_polyA6_window,3,30694049,30694449,+,ENST00000714390,TGFBR2-208,2653.0,2653,2653,tier3_polyA
TGFBR2,TGFBR2_polyA6,last_exon_group,TGFBR2_polyA6_exon_ENST00000714390,3,30691420,30694249,+,ENST00000714390,TGFBR2-208,2653.0,2653,2653,tier1_group
TIGIT,TIGIT_polyA1,polyA_window,TIGIT_polyA1_window,3,114295820,114296220,+,ENST00000485814,TIGIT-205,,,,tier3_polyA
TIGIT,TIGIT_polyA1,last_exon_group,TIGIT_polyA1_exon_ENST00000485814,3,114295545,114296020,+,ENST00000485814,TIGIT-205,,,,tier1_group
TIGIT,TIGIT_polyA2,polyA_window,TIGIT_polyA2_window,3,114307758,114308158,+,ENST00000484319;ENST00000461158,TIGIT-204;TIGIT-202,0.0,0,0,tier3_polyA
TIGIT,TIGIT_polyA2,last_exon_group,TIGIT_polyA2_exon_ENST00000484319,3,114307895,114307949,+,ENST00000484319,TIGIT-204,0.0,0,0,tier1_group
TIGIT,TIGIT_polyA2,last_exon_group,TIGIT_polyA2_exon_ENST00000461158,3,114307895,114307967,+,ENST00000461158,TIGIT-202,0.0,0,0,tier1_group
TIGIT,TIGIT_polyA3,polyA_window,TIGIT_polyA3_window,3,114307851,114308251,+,ENST00000496848,TIGIT-207,,,,tier3_polyA
TIGIT,TIGIT_polyA3,last_exon_group,TIGIT_polyA3_exon_ENST00000496848,3,114307895,114308051,+,ENST00000496848,TIGIT-207,,,,tier1_group
TIGIT,TIGIT_polyA4,polyA_window,TIGIT_polyA4_window,3,114308090,114308490,+,ENST00000481065,TIGIT-203,162.0,162,162,tier3_polyA
TIGIT,TIGIT_polyA4,last_exon_group,TIGIT_polyA4_exon_ENST00000481065,3,114307895,114308290,+,ENST00000481065,TIGIT-203,162.0,162,162,tier1_group
TIGIT,TIGIT_polyA5,polyA_window,TIGIT_polyA5_window,3,114310083,114310483,+,ENST00000891104;ENST00000891103;ENST00000383671;ENST00000486257;ENST00000891102,TIGIT-210;TIGIT-209;TIGIT-201;TIGIT-206;TIGIT-208,2155.8,2141,2160,tier3_polyA
TIGIT,TIGIT_polyA5,last_exon_group,TIGIT_polyA5_exon_ENST00000891104,3,114307898,114310269,+,ENST00000891104,TIGIT-210,2155.8,2141,2160,tier1_group
TIGIT,TIGIT_polyA5,last_exon_group,TIGIT_polyA5_exon_ENST00000891103,3,114307895,114310286,+,ENST00000891103,TIGIT-209,2155.8,2141,2160,tier1_group
TIGIT,TIGIT_polyA5,last_exon_group,TIGIT_polyA5_exon_ENST00000383671,3,114307895,114310288,+,ENST00000383671,TIGIT-201,2155.8,2141,2160,tier1_group
TIGIT,TIGIT_polyA5,last_exon_group,TIGIT_polyA5_exon_ENST00000486257,3,114307895,114310288,+,ENST00000486257,TIGIT-206,2155.8,2141,2160,tier1_group
TIGIT,TIGIT_polyA5,last_exon_group,TIGIT_polyA5_exon_ENST00000891102,3,114307898,114310288,+,ENST00000891102,TIGIT-208,2155.8,2141,2160,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,polyA_window,TNFRSF1A_polyA1_window,12,6328580,6328980,-,ENST00000534885;ENST00000898688;ENST00000947892;ENST00000162749;ENST00000898687;ENST00000947893;ENST00000898686;ENST00000898689;ENST00000947891;ENST00000366159;ENST00000437813;ENST00000440083;ENST00000535958;ENST00000698337;ENST00000698338;ENST00000698339;ENST00000698340,TNFRSF1A-205;TNFRSF1A-221;TNFRSF1A-224;TNFRSF1A-201;TNFRSF1A-220;TNFRSF1A-225;TNFRSF1A-219;TNFRSF1A-222;TNFRSF1A-223;TNFRSF1A-202;TNFRSF1A-203;TNFRSF1A-204;TNFRSF1A-207;TNFRSF1A-215;TNFRSF1A-216;TNFRSF1A-217;TNFRSF1A-218,1570.5714285714287,524,5098,tier3_polyA
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000534885,12,6328757,6329622,-,ENST00000534885,TNFRSF1A-205,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000898688,12,6328766,6329622,-,ENST00000898688,TNFRSF1A-221,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000947892,12,6328767,6329622,-,ENST00000947892,TNFRSF1A-224,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000162749,12,6328771,6329622,-,ENST00000162749,TNFRSF1A-201,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000898687,12,6328771,6329622,-,ENST00000898687,TNFRSF1A-220,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000947893,12,6328773,6329622,-,ENST00000947893,TNFRSF1A-225,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000898686,12,6328777,6329622,-,ENST00000898686,TNFRSF1A-219,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000898689,12,6328779,6329622,-,ENST00000898689,TNFRSF1A-222,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000947891,12,6328779,6329622,-,ENST00000947891,TNFRSF1A-223,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000366159,12,6328791,6329622,-,ENST00000366159,TNFRSF1A-202,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000437813,12,6328791,6329622,-,ENST00000437813,TNFRSF1A-203,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000440083,12,6328791,6329622,-,ENST00000440083,TNFRSF1A-204,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000535958,12,6328791,6329622,-,ENST00000535958,TNFRSF1A-207,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000698337,12,6328791,6329622,-,ENST00000698337,TNFRSF1A-215,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000698338,12,6328791,6329622,-,ENST00000698338,TNFRSF1A-216,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000698339,12,6328791,6329622,-,ENST00000698339,TNFRSF1A-217,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA1,last_exon_group,TNFRSF1A_polyA1_exon_ENST00000698340,12,6328791,6329622,-,ENST00000698340,TNFRSF1A-218,1570.5714285714287,524,5098,tier1_group
TNFRSF1A,TNFRSF1A_polyA2,polyA_window,TNFRSF1A_polyA2_window,12,6328945,6329345,-,ENST00000543995,TNFRSF1A-214,4284.0,4284,4284,tier3_polyA
TNFRSF1A,TNFRSF1A_polyA2,last_exon_group,TNFRSF1A_polyA2_exon_ENST00000543995,12,6329145,6329622,-,ENST00000543995,TNFRSF1A-214,4284.0,4284,4284,tier1_group
TNFRSF1A,TNFRSF1A_polyA3,polyA_window,TNFRSF1A_polyA3_window,12,6329037,6329437,-,ENST00000540022,TNFRSF1A-212,78.0,78,78,tier3_polyA
TNFRSF1A,TNFRSF1A_polyA3,last_exon_group,TNFRSF1A_polyA3_exon_ENST00000540022,12,6329237,6329622,-,ENST00000540022,TNFRSF1A-212,78.0,78,78,tier1_group
TNFRSF1A,TNFRSF1A_polyA4,polyA_window,TNFRSF1A_polyA4_window,12,6329668,6330068,-,ENST00000537842,TNFRSF1A-209,,,,tier3_polyA
TNFRSF1A,TNFRSF1A_polyA4,last_exon_group,TNFRSF1A_polyA4_exon_ENST00000537842,12,6329868,6329899,-,ENST00000537842,TNFRSF1A-209,,,,tier1_group
TNFRSF1A,TNFRSF1A_polyA5,polyA_window,TNFRSF1A_polyA5_window,12,6329794,6330194,-,ENST00000535038,TNFRSF1A-206,,,,tier3_polyA
TNFRSF1A,TNFRSF1A_polyA5,last_exon_group,TNFRSF1A_polyA5_exon_ENST00000535038,12,6329994,6330295,-,ENST00000535038,TNFRSF1A-206,,,,tier1_group
TNFRSF1A,TNFRSF1A_polyA6,polyA_window,TNFRSF1A_polyA6_window,12,6330242,6330642,-,ENST00000539372,TNFRSF1A-211,0.0,0,0,tier3_polyA
TNFRSF1A,TNFRSF1A_polyA6,last_exon_group,TNFRSF1A_polyA6_exon_ENST00000539372,12,6330442,6330711,-,ENST00000539372,TNFRSF1A-211,0.0,0,0,tier1_group
TNFRSF1A,TNFRSF1A_polyA7,polyA_window,TNFRSF1A_polyA7_window,12,6332866,6333266,-,ENST00000543048,TNFRSF1A-213,780.0,780,780,tier3_polyA
TNFRSF1A,TNFRSF1A_polyA7,last_exon_group,TNFRSF1A_polyA7_exon_ENST00000543048,12,6333066,6333147,-,ENST00000543048,TNFRSF1A-213,780.0,780,780,tier1_group
TNFRSF1A,TNFRSF1A_polyA8,polyA_window,TNFRSF1A_polyA8_window,12,6333258,6333658,-,ENST00000536194,TNFRSF1A-208,0.0,0,0,tier3_polyA
TNFRSF1A,TNFRSF1A_polyA8,last_exon_group,TNFRSF1A_polyA8_exon_ENST00000536194,12,6333458,6333516,-,ENST00000536194,TNFRSF1A-208,0.0,0,0,tier1_group
TNFRSF1A,TNFRSF1A_polyA9,polyA_window,TNFRSF1A_polyA9_window,12,6333720,6334120,-,ENST00000538363,TNFRSF1A-210,,,,tier3_polyA
TNFRSF1A,TNFRSF1A_polyA9,last_exon_group,TNFRSF1A_polyA9_exon_ENST00000538363,12,6333920,6334244,-,ENST00000538363,TNFRSF1A-210,,,,tier1_group
TNFRSF1B,TNFRSF1B_polyA1,polyA_window,TNFRSF1B_polyA1_window,1,12192158,12192558,+,ENST00000536782,TNFRSF1B-204,3.0,3,3,tier3_polyA
TNFRSF1B,TNFRSF1B_polyA1,last_exon_group,TNFRSF1B_polyA1_exon_ENST00000536782,1,12192348,12192358,+,ENST00000536782,TNFRSF1B-204,3.0,3,3,tier1_group
TNFRSF1B,TNFRSF1B_polyA2,polyA_window,TNFRSF1B_polyA2_window,1,12192808,12193208,+,ENST00000489921,TNFRSF1B-202,,,,tier3_polyA
TNFRSF1B,TNFRSF1B_polyA2,last_exon_group,TNFRSF1B_polyA2_exon_ENST00000489921,1,12192863,12193008,+,ENST00000489921,TNFRSF1B-202,,,,tier1_group
TNFRSF1B,TNFRSF1B_polyA3,polyA_window,TNFRSF1B_polyA3_window,1,12207546,12207946,+,ENST00000941758,TNFRSF1B-214,729.0,729,729,tier3_polyA
TNFRSF1B,TNFRSF1B_polyA3,last_exon_group,TNFRSF1B_polyA3_exon_ENST00000941758,1,12206737,12207746,+,ENST00000941758,TNFRSF1B-214,729.0,729,729,tier1_group
TNFRSF1B,TNFRSF1B_polyA4,polyA_window,TNFRSF1B_polyA4_window,1,12207724,12208124,+,ENST00000857303;ENST00000857304;ENST00000941757,TNFRSF1B-208;TNFRSF1B-209;TNFRSF1B-213,907.0,907,907,tier3_polyA
TNFRSF1B,TNFRSF1B_polyA4,last_exon_group,TNFRSF1B_polyA4_exon_ENST00000857303,1,12206737,12207924,+,ENST00000857303,TNFRSF1B-208,907.0,907,907,tier1_group
TNFRSF1B,TNFRSF1B_polyA4,last_exon_group,TNFRSF1B_polyA4_exon_ENST00000857304,1,12206740,12207924,+,ENST00000857304,TNFRSF1B-209,907.0,907,907,tier1_group
TNFRSF1B,TNFRSF1B_polyA4,last_exon_group,TNFRSF1B_polyA4_exon_ENST00000941757,1,12206740,12207924,+,ENST00000941757,TNFRSF1B-213,907.0,907,907,tier1_group
TNFRSF1B,TNFRSF1B_polyA5,polyA_window,TNFRSF1B_polyA5_window,1,12209021,12209421,+,ENST00000941756;ENST00000857301;ENST00000941755;ENST00000376259;ENST00000857302;ENST00000941754;ENST00000857300;ENST00000492361,TNFRSF1B-212;TNFRSF1B-206;TNFRSF1B-211;TNFRSF1B-201;TNFRSF1B-207;TNFRSF1B-210;TNFRSF1B-205;TNFRSF1B-203,2203.285714285714,2200,2210,tier3_polyA
TNFRSF1B,TNFRSF1B_polyA5,last_exon_group,TNFRSF1B_polyA5_exon_ENST00000941756,1,12206740,12209217,+,ENST00000941756,TNFRSF1B-212,2203.285714285714,2200,2210,tier1_group
TNFRSF1B,TNFRSF1B_polyA5,last_exon_group,TNFRSF1B_polyA5_exon_ENST00000857301,1,12206740,12209218,+,ENST00000857301,TNFRSF1B-206,2203.285714285714,2200,2210,tier1_group
TNFRSF1B,TNFRSF1B_polyA5,last_exon_group,TNFRSF1B_polyA5_exon_ENST00000941755,1,12206740,12209219,+,ENST00000941755,TNFRSF1B-211,2203.285714285714,2200,2210,tier1_group
TNFRSF1B,TNFRSF1B_polyA5,last_exon_group,TNFRSF1B_polyA5_exon_ENST00000376259,1,12206740,12209220,+,ENST00000376259,TNFRSF1B-201,2203.285714285714,2200,2210,tier1_group
TNFRSF1B,TNFRSF1B_polyA5,last_exon_group,TNFRSF1B_polyA5_exon_ENST00000857302,1,12206740,12209220,+,ENST00000857302,TNFRSF1B-207,2203.285714285714,2200,2210,tier1_group
TNFRSF1B,TNFRSF1B_polyA5,last_exon_group,TNFRSF1B_polyA5_exon_ENST00000941754,1,12206740,12209221,+,ENST00000941754,TNFRSF1B-210,2203.285714285714,2200,2210,tier1_group
TNFRSF1B,TNFRSF1B_polyA5,last_exon_group,TNFRSF1B_polyA5_exon_ENST00000857300,1,12206737,12209227,+,ENST00000857300,TNFRSF1B-205,2203.285714285714,2200,2210,tier1_group
TNFRSF1B,TNFRSF1B_polyA5,last_exon_group,TNFRSF1B_polyA5_exon_ENST00000492361,1,12206740,12209228,+,ENST00000492361,TNFRSF1B-203,2203.285714285714,2200,2210,tier1_group
TNFSF10,TNFSF10_polyA1,polyA_window,TNFSF10_polyA1_window,3,172505313,172505713,-,ENST00000241261;ENST00000855868;ENST00000967485;ENST00000855869,TNFSF10-201;TNFSF10-207;TNFSF10-212;TNFSF10-208,981.5,976,987,tier3_polyA
TNFSF10,TNFSF10_polyA1,last_exon_group,TNFSF10_polyA1_exon_ENST00000241261,3,172505508,172506919,-,ENST00000241261,TNFSF10-201,981.5,976,987,tier1_group
TNFSF10,TNFSF10_polyA1,last_exon_group,TNFSF10_polyA1_exon_ENST00000855868,3,172505510,172506919,-,ENST00000855868,TNFSF10-207,981.5,976,987,tier1_group
TNFSF10,TNFSF10_polyA1,last_exon_group,TNFSF10_polyA1_exon_ENST00000967485,3,172505517,172506919,-,ENST00000967485,TNFSF10-212,981.5,976,987,tier1_group
TNFSF10,TNFSF10_polyA1,last_exon_group,TNFSF10_polyA1_exon_ENST00000855869,3,172505519,172506919,-,ENST00000855869,TNFSF10-208,981.5,976,987,tier1_group
TNFSF10,TNFSF10_polyA2,polyA_window,TNFSF10_polyA2_window,3,172505468,172505868,-,ENST00000420541;ENST00000855870,TNFSF10-202;TNFSF10-209,1023.0,821,1225,tier3_polyA
TNFSF10,TNFSF10_polyA2,last_exon_group,TNFSF10_polyA2_exon_ENST00000420541,3,172505662,172506919,-,ENST00000420541,TNFSF10-202,1023.0,821,1225,tier1_group
TNFSF10,TNFSF10_polyA2,last_exon_group,TNFSF10_polyA2_exon_ENST00000855870,3,172505674,172506919,-,ENST00000855870,TNFSF10-209,1023.0,821,1225,tier1_group
TNFSF10,TNFSF10_polyA3,polyA_window,TNFSF10_polyA3_window,3,172506204,172506604,-,ENST00000855871;ENST00000855872,TNFSF10-210;TNFSF10-211,91.0,91,91,tier3_polyA
TNFSF10,TNFSF10_polyA3,last_exon_group,TNFSF10_polyA3_exon_ENST00000855871,3,172506404,172506919,-,ENST00000855871,TNFSF10-210,91.0,91,91,tier1_group
TNFSF10,TNFSF10_polyA3,last_exon_group,TNFSF10_polyA3_exon_ENST00000855872,3,172506404,172506919,-,ENST00000855872,TNFSF10-211,91.0,91,91,tier1_group
TNFSF10,TNFSF10_polyA4,polyA_window,TNFSF10_polyA4_window,3,172507084,172507484,-,ENST00000430881,TNFSF10-203,2014.0,2014,2014,tier3_polyA
TNFSF10,TNFSF10_polyA4,last_exon_group,TNFSF10_polyA4_exon_ENST00000430881,3,172507284,172507449,-,ENST00000430881,TNFSF10-203,2014.0,2014,2014,tier1_group
TNFSF10,TNFSF10_polyA5,polyA_window,TNFSF10_polyA5_window,3,172508946,172509346,-,ENST00000494851,TNFSF10-206,,,,tier3_polyA
TNFSF10,TNFSF10_polyA5,last_exon_group,TNFSF10_polyA5_exon_ENST00000494851,3,172509146,172509321,-,ENST00000494851,TNFSF10-206,,,,tier1_group
TNFSF10,TNFSF10_polyA6,polyA_window,TNFSF10_polyA6_window,3,172511245,172511645,-,ENST00000472804,TNFSF10-205,,,,tier3_polyA
TNFSF10,TNFSF10_polyA6,last_exon_group,TNFSF10_polyA6_exon_ENST00000472804,3,172511445,172511659,-,ENST00000472804,TNFSF10-205,,,,tier1_group
TNFSF10,TNFSF10_polyA7,polyA_window,TNFSF10_polyA7_window,3,172517155,172517555,-,ENST00000466777,TNFSF10-204,,,,tier3_polyA
TNFSF10,TNFSF10_polyA7,last_exon_group,TNFSF10_polyA7_exon_ENST00000466777,3,172517355,172518465,-,ENST00000466777,TNFSF10-204,,,,tier1_group
TNFSF13,TNFSF13_polyA1,polyA_window,TNFSF13_polyA1_window,17,7560183,7560583,+,ENST00000436057;ENST00000438470,TNFSF13-206;TNFSF13-207,0.0,0,0,tier3_polyA
TNFSF13,TNFSF13_polyA1,last_exon_group,TNFSF13_polyA1_exon_ENST00000436057,17,7560350,7560372,+,ENST00000436057,TNFSF13-206,0.0,0,0,tier1_group
TNFSF13,TNFSF13_polyA1,last_exon_group,TNFSF13_polyA1_exon_ENST00000438470,17,7560350,7560394,+,ENST00000438470,TNFSF13-207,0.0,0,0,tier1_group
TNFSF13,TNFSF13_polyA2,polyA_window,TNFSF13_polyA2_window,17,7560636,7561036,+,ENST00000396542;ENST00000625791,TNFSF13-204;TNFSF13-209,6.5,5,8,tier3_polyA
TNFSF13,TNFSF13_polyA2,last_exon_group,TNFSF13_polyA2_exon_ENST00000396542,17,7560724,7560835,+,ENST00000396542,TNFSF13-204,6.5,5,8,tier1_group
TNFSF13,TNFSF13_polyA2,last_exon_group,TNFSF13_polyA2_exon_ENST00000625791,17,7560724,7560838,+,ENST00000625791,TNFSF13-209,6.5,5,8,tier1_group
TNFSF13,TNFSF13_polyA3,polyA_window,TNFSF13_polyA3_window,17,7561092,7561492,+,ENST00000483039,TNFSF13-208,462.0,462,462,tier3_polyA
TNFSF13,TNFSF13_polyA3,last_exon_group,TNFSF13_polyA3_exon_ENST00000483039,17,7560724,7561292,+,ENST00000483039,TNFSF13-208,462.0,462,462,tier1_group
TNFSF13,TNFSF13_polyA4,polyA_window,TNFSF13_polyA4_window,17,7561402,7561802,+,ENST00000349228;ENST00000338784;ENST00000396545;ENST00000380535,TNFSF13-202;TNFSF13-201;TNFSF13-205;TNFSF13-203,729.5,599,778,tier3_polyA
TNFSF13,TNFSF13_polyA4,last_exon_group,TNFSF13_polyA4_exon_ENST00000349228,17,7560724,7561600,+,ENST00000349228,TNFSF13-202,729.5,599,778,tier1_group
TNFSF13,TNFSF13_polyA4,last_exon_group,TNFSF13_polyA4_exon_ENST00000338784,17,7560724,7561601,+,ENST00000338784,TNFSF13-201,729.5,599,778,tier1_group
TNFSF13,TNFSF13_polyA4,last_exon_group,TNFSF13_polyA4_exon_ENST00000396545,17,7560999,7561601,+,ENST00000396545,TNFSF13-205,729.5,599,778,tier1_group
TNFSF13,TNFSF13_polyA4,last_exon_group,TNFSF13_polyA4_exon_ENST00000380535,17,7560724,7561608,+,ENST00000380535,TNFSF13-203,729.5,599,778,tier1_group
TNFSF13B,TNFSF13B_polyA1,polyA_window,TNFSF13B_polyA1_window,13,108270217,108270617,+,ENST00000486502,TNFSF13B-204,,,,tier3_polyA
TNFSF13B,TNFSF13B_polyA1,last_exon_group,TNFSF13B_polyA1_exon_ENST00000486502,13,108270100,108270417,+,ENST00000486502,TNFSF13B-204,,,,tier1_group
TNFSF13B,TNFSF13B_polyA2,polyA_window,TNFSF13B_polyA2_window,13,108303267,108303667,+,ENST00000542136,TNFSF13B-206,3.0,3,3,tier3_polyA
TNFSF13B,TNFSF13B_polyA2,last_exon_group,TNFSF13B_polyA2_exon_ENST00000542136,13,108303454,108303467,+,ENST00000542136,TNFSF13B-206,3.0,3,3,tier1_group
TNFSF13B,TNFSF13B_polyA3,polyA_window,TNFSF13B_polyA3_window,13,108303404,108303804,+,ENST00000479435,TNFSF13B-203,,,,tier3_polyA
TNFSF13B,TNFSF13B_polyA3,last_exon_group,TNFSF13B_polyA3_exon_ENST00000479435,13,108303454,108303604,+,ENST00000479435,TNFSF13B-203,,,,tier1_group
TNFSF13B,TNFSF13B_polyA4,polyA_window,TNFSF13B_polyA4_window,13,108306833,108307233,+,ENST00000493765,TNFSF13B-205,,,,tier3_polyA
TNFSF13B,TNFSF13B_polyA4,last_exon_group,TNFSF13B_polyA4_exon_ENST00000493765,13,108306826,108307033,+,ENST00000493765,TNFSF13B-205,,,,tier1_group
TNFSF13B,TNFSF13B_polyA5,polyA_window,TNFSF13B_polyA5_window,13,108308281,108308681,+,ENST00000375887;ENST00000430559,TNFSF13B-201;TNFSF13B-202,1546.0,1543,1549,tier3_polyA
TNFSF13B,TNFSF13B_polyA5,last_exon_group,TNFSF13B_polyA5_exon_ENST00000375887,13,108306826,108308478,+,ENST00000375887,TNFSF13B-201,1546.0,1543,1549,tier1_group
TNFSF13B,TNFSF13B_polyA5,last_exon_group,TNFSF13B_polyA5_exon_ENST00000430559,13,108306826,108308484,+,ENST00000430559,TNFSF13B-202,1546.0,1543,1549,tier1_group
TP53,TP53_polyA1,polyA_window,TP53_polyA1_window,17,7661579,7661979,-,ENST00000413465,TP53-203,163.0,163,163,tier3_polyA
TP53,TP53_polyA1,last_exon_group,TP53_polyA1_exon_ENST00000413465,17,7661779,7662014,-,ENST00000413465,TP53-203,163.0,163,163,tier1_group
TP53,TP53_polyA2,polyA_window,TP53_polyA2_window,17,7665216,7665616,-,ENST00000635293,TP53-227,1763.0,1763,1763,tier3_polyA
TP53,TP53_polyA2,last_exon_group,TP53_polyA2_exon_ENST00000635293,17,7665416,7665531,-,ENST00000635293,TP53-227,1763.0,1763,1763,tier1_group
TP53,TP53_polyA3,polyA_window,TP53_polyA3_window,17,7665763,7666163,-,ENST00000714356,TP53-228,224.0,224,224,tier3_polyA
TP53,TP53_polyA3,last_exon_group,TP53_polyA3_exon_ENST00000714356,17,7665963,7666244,-,ENST00000714356,TP53-228,224.0,224,224,tier1_group
TP53,TP53_polyA4,polyA_window,TP53_polyA4_window,17,7665886,7666286,-,ENST00000359597,TP53-202,123.0,123,123,tier3_polyA
TP53,TP53_polyA4,last_exon_group,TP53_polyA4_exon_ENST00000359597,17,7666086,7666244,-,ENST00000359597,TP53-202,123.0,123,123,tier1_group
TP53,TP53_polyA5,polyA_window,TP53_polyA5_window,17,7668212,7668612,-,ENST00000504290;ENST00000504937;ENST00000510385;ENST00000610292;ENST00000610623;ENST00000618944;ENST00000619186;ENST00000620739;ENST00000420246;ENST00000455263;ENST00000610538;ENST00000622645;ENST00000508793;ENST00000714357;ENST00000923567;ENST00000949117;ENST00000923569;ENST00000269305;ENST00000445888;ENST00000503591;ENST00000509690;ENST00000514944;ENST00000576024;ENST00000604348;ENST00000619485;ENST00000714358;ENST00000714408;ENST00000714409;ENST00000923568;ENST00000923566,TP53-208;TP53-209;TP53-213;TP53-219;TP53-221;TP53-222;TP53-223;TP53-225;TP53-204;TP53-206;TP53-220;TP53-226;TP53-211;TP53-229;TP53-236;TP53-239;TP53-238;TP53-201;TP53-205;TP53-207;TP53-212;TP53-214;TP53-217;TP53-218;TP53-224;TP53-230;TP53-232;TP53-233;TP53-237;TP53-235,2430.4666666666667,1189,7821,tier3_polyA
TP53,TP53_polyA5,last_exon_group,TP53_polyA5_exon_ENST00000504290,17,7668402,7669690,-,ENST00000504290,TP53-208,2430.4666666666667,1189,7821,tier1_group
TP53,TP53_polyA5,last_exon_group,TP53_polyA5_exon_ENST00000504937,17,7668402,7669690,-,ENST00000504937,TP53-209,2430.4666666666667,1189,7821,tier1_group
TP53,TP53_polyA5,last_exon_group,TP53_polyA5_exon_ENST00000510385,17,7668402,7669690,-,ENST00000510385,TP53-213,2430.4666666666667,1189,7821,tier1_group
